Time, x, y, z,,,,,,,,,,,,
7.329728165,1.1607971,-9.528778,-0.18040466,,,,,,,,,,,,
7.337288179,1.108429,-9.5121155,-0.18278503,,,,,,,,,,,,
7.344786205,1.1060486,-9.516876,-0.2351532,,,,,,,,,,,,
7.351582327,1.0679626,-9.519257,-0.18040466,,,,,,,,,,,,
7.360384264,1.0632019,-9.54068,-0.20896912,,,,,,,,,,,,
7.370334187,1.0608215,-9.495453,-0.17326355,,,,,,,,,,,,
7.377879181,1.0870056,-9.469269,-0.17088318,,,,,,,,,,,,
7.384757319,1.0822449,-9.495453,-0.13041687,,,,,,,,,,,,
7.391691246,1.0727234,-9.502594,-0.17802429,,,,,,,,,,,,
7.399510183,1.1036682,-9.47879,-0.24229431,,,,,,,,,,,,
7.406287231,1.0727234,-9.497833,-0.20658875,,,,,,,,,,,,
7.413497248,1.0679626,-9.481171,-0.2184906,,,,,,,,,,,,
7.4221702,1.1560364,-9.485931,-0.25657654,,,,,,,,,,,,
7.429973164,1.0536804,-9.545441,-0.3018036,,,,,,,,,,,,
7.436857262,1.0560608,-9.552582,-0.34703064,,,,,,,,,,,,
7.445486345,1.0417786,-9.54306,-0.23277283,,,,,,,,,,,,
7.452677288,1.0774841,-9.550201,-0.22801208,,,,,,,,,,,,
7.459599295,1.0346375,-9.559723,-0.21134949,,,,,,,,,,,,
7.469021358,1.0798645,-9.535919,-0.21372986,,,,,,,,,,,,
7.479061165,1.1179504,-9.483551,-0.14945984,,,,,,,,,,,,
7.487045326,1.1393738,-9.509735,-0.19230652,,,,,,,,,,,,
7.495463171,1.1512756,-9.47879,-0.21372986,,,,,,,,,,,,
7.503899374,1.1655579,-9.466888,-0.24467468,,,,,,,,,,,,
7.514306345,1.1512756,-9.504974,-0.24229431,,,,,,,,,,,,
7.525790253,1.108429,-9.483551,-0.20658875,,,,,,,,,,,,
7.534955301,1.1393738,-9.47641,-0.18278503,,,,,,,,,,,,
7.545278349,1.1488953,-9.524017,-0.20896912,,,,,,,,,,,,
7.554740229,1.0917664,-9.516876,-0.19706726,,,,,,,,,,,,
7.564186373,1.134613,-9.488312,-0.23039246,,,,,,,,,,,,
7.581910172,1.1393738,-9.524017,-0.19706726,,,,,,,,,,,,
7.594180384,1.1560364,-9.435944,-0.18992615,,,,,,,,,,,,
7.604423323,1.1655579,-9.47641,-0.17088318,,,,,,,,,,,,
7.613622227,1.1274719,-9.4930725,-0.1446991,,,,,,,,,,,,
7.62043623,1.1774597,-9.54068,-0.19706726,,,,,,,,,,,,
7.629343309,1.1822205,-9.535919,-0.21611023,,,,,,,,,,,,
7.637017288,1.1417542,-9.507355,-0.21134949,,,,,,,,,,,,
7.646223345,1.0989075,-9.466888,-0.19944763,,,,,,,,,,,,
7.653346338,1.0941467,-9.424042,-0.23991394,,,,,,,,,,,,
7.662845173,1.1108093,-9.424042,-0.24705505,,,,,,,,,,,,
7.670366325,1.1441345,-9.438324,-0.25419617,,,,,,,,,,,,
7.68177227,1.1893616,-9.440704,-0.26609802,,,,,,,,,,,,
7.740865269,1.1822205,-9.481171,-0.25419617,,,,,,,,,,,,
7.750778236,1.1465149,-9.47879,-0.285141,,,,,,,,,,,,
7.759029188,1.1512756,-9.462128,-0.32084656,,,,,,,,,,,,
7.76638917,1.1846008,-9.4930725,-0.28752136,,,,,,,,,,,,
7.781204262,1.191742,-9.459747,-0.19230652,,,,,,,,,,,,
7.788288393,1.2298279,-9.443085,-0.2351532,,,,,,,,,,,,
7.797406235,1.2036438,-9.469269,-0.15422058,,,,,,,,,,,,
7.806096354,1.2322083,-9.5121155,-0.19706726,,,,,,,,,,,,
7.815123358,1.217926,-9.5763855,-0.15660095,,,,,,,,,,,,
7.822547235,1.1607971,-9.502594,-0.1280365,,,,,,,,,,,,
7.831269302,1.089386,-9.509735,-0.18278503,,,,,,,,,,,,
7.838454285,1.1108093,-9.452606,-0.23277283,,,,,,,,,,,,
7.847028294,1.1108093,-9.483551,-0.2684784,,,,,,,,,,,,
7.855861225,1.1607971,-9.440704,-0.16850281,,,,,,,,,,,,
7.871667185,1.1250916,-9.519257,-0.22801208,,,,,,,,,,,,
7.880247393,1.1179504,-9.514496,-0.24229431,,,,,,,,,,,,
7.887282171,1.1869812,-9.495453,-0.23753357,,,,,,,,,,,,
7.894227304,1.1488953,-9.500214,-0.2589569,,,,,,,,,,,,
7.901457348,1.1512756,-9.559723,-0.22325134,,,,,,,,,,,,
7.908937254,1.1036682,-9.533539,-0.22801208,,,,,,,,,,,,
7.916227379,1.1274719,-9.5383,-0.29704285,,,,,,,,,,,,
7.922929325,1.108429,-9.507355,-0.2684784,,,,,,,,,,,,
7.933212318,1.1274719,-9.485931,-0.23039246,,,,,,,,,,,,
7.940654316,1.1560364,-9.497833,-0.18040466,,,,,,,,,,,,
7.947337189,1.1369934,-9.490692,-0.20658875,,,,,,,,,,,,
7.954189339,1.1703186,-9.483551,-0.17088318,,,,,,,,,,,,
7.961025276,1.1060486,-9.521637,-0.19468689,,,,,,,,,,,,
7.967716255,1.1227112,-9.519257,-0.19944763,,,,,,,,,,,,
7.974624195,1.089386,-9.550201,-0.2184906,,,,,,,,,,,,
7.981529274,1.0513,-9.502594,-0.25419617,,,,,,,,,,,,
7.988498249,1.0608215,-9.507355,-0.201828,,,,,,,,,,,,
7.99558238,1.0655823,-9.502594,-0.21372986,,,,,,,,,,,,
8.002431192,1.0655823,-9.462128,-0.21611023,,,,,,,,,,,,
8.010941305,1.1060486,-9.5121155,-0.22087097,,,,,,,,,,,,
8.01773838,1.1036682,-9.502594,-0.22325134,,,,,,,,,,,,
8.030696192,1.1250916,-9.504974,-0.16612244,,,,,,,,,,,,
8.040595331,1.0941467,-9.4930725,-0.1613617,,,,,,,,,,,,
8.050057211,1.1417542,-9.526398,-0.21134949,,,,,,,,,,,,
8.059841194,1.0822449,-9.519257,-0.21134949,,,,,,,,,,,,
8.068164387,1.1060486,-9.5383,-0.1613617,,,,,,,,,,,,
8.07605032,1.0965271,-9.5383,-0.22801208,,,,,,,,,,,,
8.082791367,1.1108093,-9.54068,-0.26371765,,,,,,,,,,,,
8.092387238,1.0870056,-9.5121155,-0.15184021,,,,,,,,,,,,
8.10422925,1.1036682,-9.497833,-0.19468689,,,,,,,,,,,,
8.120629349,1.089386,-9.481171,-0.17564392,,,,,,,,,,,,
8.130009212,1.1322327,-9.514496,-0.19706726,,,,,,,,,,,,
8.138554373,1.108429,-9.483551,-0.18992615,,,,,,,,,,,,
8.147277393,1.134613,-9.528778,-0.13517761,,,,,,,,,,,,
8.155306377,1.1274719,-9.514496,-0.1113739,,,,,,,,,,,,
8.162759342,1.0751038,-9.485931,-0.13041687,,,,,,,,,,,,
8.172108212,1.1108093,-9.481171,-0.11375427,,,,,,,,,,,,
8.181125202,1.0941467,-9.488312,-0.1280365,,,,,,,,,,,,
8.189377346,1.1465149,-9.524017,-0.14945984,,,,,,,,,,,,
8.197101393,1.0965271,-9.5121155,-0.21611023,,,,,,,,,,,,
8.209041395,1.1131897,-9.502594,-0.16374207,,,,,,,,,,,,
8.216030159,1.1060486,-9.533539,-0.22563171,,,,,,,,,,,,
8.223425188,1.1179504,-9.514496,-0.21372986,,,,,,,,,,,,
8.230875292,1.0989075,-9.504974,-0.16612244,,,,,,,,,,,,
8.260015287,1.1679382,-9.443085,-0.13517761,,,,,,,,,,,,
8.270520248,1.1560364,-9.495453,-0.18754578,,,,,,,,,,,,
8.286106386,1.1441345,-9.504974,-0.21372986,,,,,,,,,,,,
8.294109383,1.1584167,-9.535919,-0.17802429,,,,,,,,,,,,
8.302799263,1.0822449,-9.550201,-0.16612244,,,,,,,,,,,,
8.310340204,1.1036682,-9.60495,-0.20420837,,,,,,,,,,,,
8.318157234,1.1227112,-9.531158,-0.16374207,,,,,,,,,,,,
8.326576271,1.0941467,-9.497833,-0.17564392,,,,,,,,,,,,
8.339078226,1.0822449,-9.507355,-0.3018036,,,,,,,,,,,,
8.346451321,1.1012878,-9.490692,-0.32798767,,,,,,,,,,,,
8.356374302,1.134613,-9.466888,-0.31608582,,,,,,,,,,,,
8.366906204,1.191742,-9.419281,-0.23991394,,,,,,,,,,,,
8.374464312,1.153656,-9.440704,-0.13755798,,,,,,,,,,,,
8.382273235,1.2012634,-9.481171,-0.17088318,,,,,,,,,,,,
8.390894213,1.1631775,-9.526398,-0.13993835,,,,,,,,,,,,
8.39934329,1.1631775,-9.483551,-0.2184906,,,,,,,,,,,,
8.408043184,1.1393738,-9.514496,-0.1851654,,,,,,,,,,,,
8.415857353,1.1203308,-9.490692,-0.22325134,,,,,,,,,,,,
8.42326931,1.1250916,-9.526398,-0.17564392,,,,,,,,,,,,
8.43017725,1.0941467,-9.507355,-0.18040466,,,,,,,,,,,,
8.439053335,1.1155701,-9.524017,-0.16850281,,,,,,,,,,,,
8.45492939,1.1631775,-9.495453,-0.201828,,,,,,,,,,,,
8.462383308,1.1322327,-9.504974,-0.2589569,,,,,,,,,,,,
8.469433346,1.1417542,-9.469269,-0.2756195,,,,,,,,,,,,
8.476607361,1.1631775,-9.464508,-0.285141,,,,,,,,,,,,
8.484691181,1.1465149,-9.500214,-0.22563171,,,,,,,,,,,,
8.492061176,1.1774597,-9.47879,-0.24229431,,,,,,,,,,,,
8.499064245,1.1846008,-9.497833,-0.24229431,,,,,,,,,,,,
