Time, x, y, z,,
64.97794177,0.55578613,5.457733,8.711838,,
65.00288274,0.38830566,5.320938,9.975494,,
65.01143577,0.3014984,5.3724213,10.052124,,
65.0206578,0.3014984,5.3724213,10.052124,,
65.03022983,0.3014984,5.3724213,10.052124,,
65.03776671,0.3014984,5.3724213,10.052124,,
65.04429271,0.3014984,5.3724213,10.052124,,
65.05179669,0.3014984,5.3724213,10.052124,,
65.0580559,0.28652954,5.402359,9.914047,,
65.06417682,0.6990814,4.077606,11.009933,,
65.0693989,0.6990814,4.077606,11.009933,,
65.07724978,0.6990814,4.077606,11.009933,,
65.08719279,0.6990814,4.077606,11.009933,,
65.09434869,0.6990814,4.077606,11.009933,,
65.09988882,0.6990814,4.077606,11.009933,,
65.1059468,0.6990814,4.077606,11.009933,,
65.11151578,0.6990814,4.077606,11.009933,,
65.11756684,1.4533844,3.0512695,9.585739,,
